date,EURUSD,GBPUSD,USDJPY,VIX,EURUSD_ret,GBPUSD_ret,USDJPY_ret,VIX_ret,EURUSD_vol5,EURUSD_vol22,GBPUSD_vol5,GBPUSD_vol22,USDJPY_vol5,USDJPY_vol22
2015-02-03,1.1341726779937744,1.5028102397918701,117.57499694824219,17.329999923706055,0.002887982175268975,-0.003914989719067638,0.00333106896954224,-0.11437917977067641,0.006936025928944918,0.008730904449759358,0.004618302113555211,0.005724160293853571,0.006186803833236075,0.007568328563130001
2015-02-04,1.145737886428833,1.5142109394073486,117.64600372314453,18.329999923706055,0.010145404662095805,0.0075576227035705525,0.0006037452171068831,0.05609995836427453,0.006796538606637988,0.008912347735934514,0.004937366005180527,0.004552873169952277,0.005618854715129621,0.007474570995540353
2015-02-05,1.131874680519104,1.5180034637451172,117.28800201416016,16.850000381469727,-0.012173604340968083,0.0025014895460248546,-0.003047681283642973,-0.08418837825184554,0.00845078767089951,0.009170020929400717,0.004880162587672643,0.0045842915307074345,0.005745791697957693,0.007309076296864148
2015-02-06,1.147196888923645,1.5325905084609985,117.53500366210938,17.290000915527344,0.013446211575507286,0.009563485686080593,0.002103726918352517,0.025777673208937757,0.010212009125396371,0.009742362169440532,0.0054250110230601506,0.004702468498936046,0.004988957664540195,0.007227583515816997
2015-02-09,1.1314393281936646,1.523902416229248,118.97000122070312,18.549999237060547,-0.013830915005197415,-0.005685022570220058,0.012135178021942384,0.07034139527817063,0.012564990997242696,0.01008396867777404,0.006752620803487045,0.004860720060589365,0.005627559381684338,0.007626236363469469
2015-02-10,1.1326953172683716,1.5216069221496582,118.56300354003906,17.229999542236328,0.001109465116006892,-0.0015074618129456742,-0.0034268760197880208,-0.07381772395262162,0.012491115009737541,0.010101158850361398,0.006295350417212813,0.0048643890554861,0.006306337402120669,0.007593478625564447
2015-02-11,1.1321951150894165,1.526205062866211,119.35800170898438,16.959999084472656,-0.00044170100234545756,0.00301734111405007,0.006682899871790986,-0.015794447589819655,0.011106759936993978,0.009943048730184768,0.00567811784123566,0.004696774341068508,0.00662639818479876,0.007170896097831993
2015-02-12,1.131196141242981,1.5242739915847778,120.16999816894531,15.34000015258789,-0.000882723133711319,-0.001266077560222393,0.006779997084971622,-0.10039377049602104,0.009672488166876629,0.009943068911773873,0.0057740987930255845,0.00469686626135296,0.0058353834005456465,0.0072972537338655205
2015-02-13,1.140393853187561,1.5391956567764282,118.91600036621094,14.6899995803833,0.008098083044709882,0.00974175357483308,-0.010490027100090563,-0.043296844265169485,0.00793730319630475,0.01015509383901506,0.005841704992170407,0.005116008945310319,0.009115731586238513,0.007605370531544143
2015-02-16,1.1400039196014404,1.5400489568710327,118.56999969482422,14.6899995803833,-0.0003419873449920823,0.0005542269117983215,-0.002913863689738149,0.0,0.0037592342507738203,0.010147460366132175,0.004636034652760325,0.005054143663339447,0.007393168318073483,0.007593337908164267
2015-02-17,1.1334012746810913,1.5356265306472778,118.49199676513672,15.800000190734863,-0.005808611242167605,-0.002875745044922254,-0.0006580804487212683,0.07284299048374784,0.005008306300018161,0.009889670369771796,0.004933631035250268,0.005032448385280002,0.007237438656209561,0.007174458092955773
2015-02-18,1.1404719352722168,1.5353436470031738,119.20800018310547,15.449999809265137,0.006219065644784293,-0.00018423079908939908,0.006024447561720465,-0.02240096110629207,0.005663060556557407,0.009946358932823383,0.004949437524808577,0.00498794763250286,0.007087143188730834,0.006821046712981546
2015-02-19,1.1400039196014404,1.543900728225708,118.68900299072266,15.289999961853027,-0.00041045440261669463,0.005557924092732086,-0.00436321608790872,-0.010409973552381732,0.0056180449249697995,0.00991775943548928,0.0050414873414693345,0.005006917865305565,0.005990415130672311,0.006901109843914228
2015-02-20,1.1366735696792603,1.5419963598251343,118.98799896240234,14.300000190734863,-0.0029256250068887004,-0.0012342398906944642,0.0025159870492120883,-0.06693946684211022,0.0044476396493543045,0.009896948831654038,0.0031766298422931088,0.004989896228642232,0.00419857755521884,0.006712938035928732
2015-02-23,1.1381484270095825,1.5389113426208496,119.07599639892578,14.5600004196167,0.0012966795108525343,-0.002002668390825422,0.000739275507811551,0.018018520984404013,0.004535834587547959,0.009798400123610808,0.0033398797574417842,0.005022269279310495,0.0038410478645703053,0.006539058581534374
2015-02-24,1.1332985162734985,1.5452368259429932,118.90299987792969,13.6899995803833,-0.0042703336043747155,0.00410193793926128,-0.0014538808397001313,-0.06161246293934012,0.0041024387474436815,0.008467794769021153,0.0033726863196873002,0.0045988563688513185,0.003934595710988627,0.006354795119187683
2015-02-25,1.1339025497436523,1.545905590057373,118.89199829101562,13.84000015258789,0.0005328450956548737,0.0004326970645883435,-9.253001119973386e-05,0.010897352565632288,0.002358724088664916,0.007243291450451711,0.003318044642542029,0.00457068558085622,0.0025800956853768253,0.005781198084897743
2015-02-26,1.1363636255264282,1.552891492843628,118.8219985961914,13.90999984741211,0.0021680953305266886,0.004508791272339703,-0.0005889404727036284,0.0050450337510371925,0.002802458551462001,0.006896102040067497,0.003005545661426969,0.0045117653483392126,0.0015079009461427598,0.005402753554170995
2015-02-27,1.1205360889434814,1.5418059825897217,119.37699890136719,13.34000015258789,-0.014026140340517966,-0.007164227040981513,0.0046599802295107405,-0.041840943039847,0.006722031980157236,0.0071674304165530375,0.004813421371453089,0.004683855682990869,0.0023769997786553566,0.005286713639722976
2015-03-02,1.1161960363388062,1.5406184196472168,119.82599639892578,13.039999961853027,-0.0038807132980833957,-0.0007705382817503445,0.0037541170780049935,-0.022745498352724706,0.006307694128819065,0.007039076275580508,0.0047174244260298,0.004623416765719502,0.0027565133197623485,0.005304129023352156
2015-03-03,1.1179054975509644,1.5359095335006714,120.2040023803711,13.859999656677246,0.0015303346959355403,-0.0030611714864378055,0.003149658758185506,0.06098541541786991,0.006740080573359652,0.0069568417627503525,0.004314968291725259,0.004571774948658768,0.0023664184886878154,0.005226517343688672
2015-03-04,1.118217945098877,1.5366648435592651,119.63700103759766,14.229999542236328,0.0002794546526248074,0.0004916464053383264,-0.004728152325824291,0.02634541094184929,0.006710252786697259,0.00694858078816303,0.004320658577289425,0.004571897862314594,0.003893175951896788,0.004913673987987759
2015-03-05,1.1082050800323486,1.52650785446167,119.6510009765625,14.039999961853027,-0.008994636203198564,-0.00663170335062276,0.0001170132966381702,-0.013441984052200456,0.0065037943048209725,0.007131082461593847,0.0034199195288690115,0.004739897465475994,0.0038219923097879867,0.004886957079923305
2015-03-06,1.1032048463821411,1.5247621536254883,120.04499816894531,15.199999809265137,-0.004522220970351142,-0.0011442455253221756,0.0032874770428476525,0.0793850194232402,0.004190409698072143,0.0067073408334712955,0.00277407001692363,0.004498285275184086,0.0035694128735675626,0.0049153535103799665
2015-03-09,1.0845986604690552,1.5057746171951294,120.73899841308594,15.0600004196167,-0.017009420131539596,-0.012530971458750234,0.005764520697188937,-0.009253165069142574,0.007552599208497058,0.007132043896321177,0.005178324268954905,0.005232279478672792,0.00402503043177391,0.004935848803629532
2015-03-10,1.0833414793014526,1.5104827880859375,121.40799713134766,16.690000534057617,-0.001159793377558223,0.003121865333111542,0.005525572753111252,0.10276751943766035,0.006978940564903885,0.006257881868839971,0.006256353052829985,0.00481354612191602,0.00438954222351585,0.005015062555156733
2015-03-11,1.0708701610565186,1.508204698562622,121.03800201416016,16.8700008392334,-0.011578674390493175,-0.0015093248081228924,-0.003052188163355892,0.01072717663256296,0.006158683386380529,0.006081392203295846,0.0060092048162273546,0.0046866402215209975,0.003767944663113812,0.004496024279424792
2015-03-12,1.0548745393753052,1.4932951927185059,121.41100311279297,15.420000076293945,-0.015049712776884282,-0.009934785283756811,0.003076947193270591,-0.089871573222055,0.0068041636195670455,0.006579984191893757,0.0065627917471441895,0.0051014616985236,0.0035604427231799465,0.004419174086830484
2015-03-13,1.0626314878463745,1.4894028902053833,121.31800079345703,16.0,0.007326527593731302,-0.0026099220332334292,-0.000766305817519532,0.036923349156871114,0.010296683837343786,0.006935849550585012,0.00641204395208036,0.005038815775759893,0.0039012167012325324,0.004251551994303863
2015-03-16,1.0481630563735962,1.4755791425704956,121.34300231933594,15.609999656677246,-0.013709205487791821,-0.009324743049003466,0.00020606134192688248,-0.024677009706211055,0.009617633341719629,0.007289824573701293,0.005532135886279005,0.005334955417327983,0.0033527937037667013,0.004032211859147695
2015-03-17,1.0572947263717651,1.4825797080993652,121.36699676513672,15.65999984741211,0.008674338979073777,0.00473306468725382,0.0001977211154832597,0.0031979682852878465,0.011821260364680425,0.007334251977210349,0.006074741627880358,0.004924539512985748,0.002203940742639423,0.0032130796425726294
2015-03-18,1.0598047971725464,1.47520911693573,121.27999877929688,13.970000267028809,0.0023712366367233243,-0.004983862510861051,-0.0007170745252582305,-0.11419748843554198,0.011482638099193173,0.0074112192228241594,0.005954876057711722,0.0049451396787516255,0.001569450427339362,0.003120831416319751
2015-03-19,1.0849988460540771,1.496199607849121,120.06400299072266,14.069999694824219,0.0234941858924157,0.014128544421745333,-0.010076952975788938,0.007132657053160405,0.013378151412059305,0.009327326450816957,0.009217699918256925,0.006008878564718995,0.00441118553366411,0.003909456840441461
2015-03-20,1.066894292831421,1.4761673212051392,120.76200103759766,13.020000457763672,-0.016827025546640437,-0.013479217354758405,0.0057967162158948475,-0.07755817749755382,0.016588619165421033,0.009650735534825709,0.011175433203953923,0.006548075771817811,0.005734164052774803,0.003894681083919455
2015-03-23,1.0826611518859863,1.494321584701538,120.0270004272461,13.40999984741211,0.014670142016394026,0.012223233348263331,-0.0061049540360776245,0.02951401397599996,0.015177906549981536,0.010355600373788316,0.011684300472611568,0.007039809280078933,0.0061071441073910675,0.004015950686771045
2015-03-24,1.094499111175537,1.4951928853988647,119.75,13.619999885559082,0.010874785980817097,0.0005829045021937952,-0.0023104847419008123,0.015538606404026779,0.015289057249069647,0.010730022508921938,0.011635479740635403,0.0070535215226521794,0.0059642586863881955,0.004032918092419591
2015-03-25,1.0902034044265747,1.4833933115005493,119.79100036621094,15.4399995803833,-0.0039325375004806,-0.007922977441881699,0.0003423244166857068,0.12542222510043294,0.01600092066434251,0.010717959310857892,0.012121305283775561,0.007189198608527572,0.0060694281631519945,0.0040317008819999904
2015-03-26,1.0960465669631958,1.4877409934997559,119.51799774169922,15.800000190734863,0.005345387331017505,0.0029266163398116232,-0.0022815919593507767,0.02304843468536551,0.012650438868000694,0.01081472680944411,0.009954228436056443,0.007148515038644502,0.004398252935229826,0.00405238364430747
2015-03-27,1.0886367559432983,1.4858399629592896,119.18299865722656,15.069999694824219,-0.006783444864340464,-0.0012786137840498852,-0.002806853004094718,-0.04730395971689352,0.009248330064731884,0.010861010859577906,0.0073176072107829365,0.0071332288373113185,0.0023002579428884166,0.004103808057703242
2015-03-30,1.0884946584701538,1.4885826110839844,119.25,14.510000228881836,-0.00013053642274932147,0.0018441555183989597,0.0005620140241858155,-0.03786790971768249,0.00711610705434943,0.010831514500628895,0.004293975588718193,0.0070430348208134355,0.0016139646858937433,0.004101794394041886
2015-03-31,1.0830246210098267,1.4809110164642334,120.01300048828125,15.289999961853027,-0.005037992599711713,-0.00516694941938084,0.00637794454786669,0.052360934775902146,0.00482796342044404,0.01051959334758509,0.004600226915439307,0.0069848830761064665,0.0036480379323901193,0.004206492250422515
2015-04-01,1.073814034461975,1.482953429222107,120.02200317382812,15.109999656677246,-0.008540873017487882,0.001378209508964898,7.501143927959264e-05,-0.011842263882984972,0.005635692165445055,0.010615292326756023,0.003247309716564543,0.007015384217705193,0.00365176152831101,0.004132682000854106
2015-04-02,1.0769942998886108,1.4836794137954712,119.5739974975586,14.670000076293945,0.002957276753665615,0.0004894333921806219,-0.003739680104300908,-0.029552156207520802,0.00478555866689291,0.010640680162436009,0.002845058945105663,0.007024234395802485,0.00396293475778241,0.004149534486882089
2015-04-03,1.087074637413025,1.4830634593963623,119.6969985961914,14.670000076293945,0.009316163877554637,-0.0004152394961661011,0.0010281322138980785,0.0,0.0069546552619633864,0.010891969385289099,0.0028155831586073317,0.007014197152879898,0.0036172516458163723,0.004032822231259399
2015-04-06,1.100134253501892,1.4930721521377563,118.822998046875,14.739999771118164,0.011941951539813292,0.006725990868477215,-0.007328563418893665,0.004760273877682206,0.008857868587871373,0.011098859855390142,0.004255408023286659,0.007136231223056172,0.005168664518692049,0.004326278644171938
